50 50 244
  0   0   1.20000000e+01
  0   1  -2.00000000e+00
  0   2   1.00000000e+00
  1   0  -2.00000000e+00
  1   1   1.20000000e+01
  1   2  -2.00000000e+00
  1   3   1.00000000e+00
  2   0   1.00000000e+00
  2   1  -2.00000000e+00
  2   2   1.20000000e+01
  2   3  -2.00000000e+00
  2   4   1.00000000e+00
  3   1   1.00000000e+00
  3   2  -2.00000000e+00
  3   3   1.20000000e+01
  3   4  -2.00000000e+00
  3   5   1.00000000e+00
  4   2   1.00000000e+00
  4   3  -2.00000000e+00
  4   4   1.20000000e+01
  4   5  -2.00000000e+00
  4   6   1.00000000e+00
  5   3   1.00000000e+00
  5   4  -2.00000000e+00
  5   5   1.20000000e+01
  5   6  -2.00000000e+00
  5   7   1.00000000e+00
  6   4   1.00000000e+00
  6   5  -2.00000000e+00
  6   6   1.20000000e+01
  6   7  -2.00000000e+00
  6   8   1.00000000e+00
  7   5   1.00000000e+00
  7   6  -2.00000000e+00
  7   7   1.20000000e+01
  7   8  -2.00000000e+00
  7   9   1.00000000e+00
  8   6   1.00000000e+00
  8   7  -2.00000000e+00
  8   8   1.20000000e+01
  8   9  -2.00000000e+00
  8  10   1.00000000e+00
  9   7   1.00000000e+00
  9   8  -2.00000000e+00
  9   9   1.20000000e+01
  9  10  -2.00000000e+00
  9  11   1.00000000e+00
 10   8   1.00000000e+00
 10   9  -2.00000000e+00
 10  10   1.20000000e+01
 10  11  -2.00000000e+00
 10  12   1.00000000e+00
 11   9   1.00000000e+00
 11  10  -2.00000000e+00
 11  11   1.20000000e+01
 11  12  -2.00000000e+00
 11  13   1.00000000e+00
 12  10   1.00000000e+00
 12  11  -2.00000000e+00
 12  12   1.20000000e+01
 12  13  -2.00000000e+00
 12  14   1.00000000e+00
 13  11   1.00000000e+00
 13  12  -2.00000000e+00
 13  13   1.20000000e+01
 13  14  -2.00000000e+00
 13  15   1.00000000e+00
 14  12   1.00000000e+00
 14  13  -2.00000000e+00
 14  14   1.20000000e+01
 14  15  -2.00000000e+00
 14  16   1.00000000e+00
 15  13   1.00000000e+00
 15  14  -2.00000000e+00
 15  15   1.20000000e+01
 15  16  -2.00000000e+00
 15  17   1.00000000e+00
 16  14   1.00000000e+00
 16  15  -2.00000000e+00
 16  16   1.20000000e+01
 16  17  -2.00000000e+00
 16  18   1.00000000e+00
 17  15   1.00000000e+00
 17  16  -2.00000000e+00
 17  17   1.20000000e+01
 17  18  -2.00000000e+00
 17  19   1.00000000e+00
 18  16   1.00000000e+00
 18  17  -2.00000000e+00
 18  18   1.20000000e+01
 18  19  -2.00000000e+00
 18  20   1.00000000e+00
 19  17   1.00000000e+00
 19  18  -2.00000000e+00
 19  19   1.20000000e+01
 19  20  -2.00000000e+00
 19  21   1.00000000e+00
 20  18   1.00000000e+00
 20  19  -2.00000000e+00
 20  20   1.20000000e+01
 20  21  -2.00000000e+00
 20  22   1.00000000e+00
 21  19   1.00000000e+00
 21  20  -2.00000000e+00
 21  21   1.20000000e+01
 21  22  -2.00000000e+00
 21  23   1.00000000e+00
 22  20   1.00000000e+00
 22  21  -2.00000000e+00
 22  22   1.20000000e+01
 22  23  -2.00000000e+00
 22  24   1.00000000e+00
 23  21   1.00000000e+00
 23  22  -2.00000000e+00
 23  23   1.20000000e+01
 23  24  -2.00000000e+00
 23  25   1.00000000e+00
 24  22   1.00000000e+00
 24  23  -2.00000000e+00
 24  24   1.20000000e+01
 24  25  -2.00000000e+00
 24  26   1.00000000e+00
 25  23   1.00000000e+00
 25  24  -2.00000000e+00
 25  25   1.20000000e+01
 25  26  -2.00000000e+00
 25  27   1.00000000e+00
 26  24   1.00000000e+00
 26  25  -2.00000000e+00
 26  26   1.20000000e+01
 26  27  -2.00000000e+00
 26  28   1.00000000e+00
 27  25   1.00000000e+00
 27  26  -2.00000000e+00
 27  27   1.20000000e+01
 27  28  -2.00000000e+00
 27  29   1.00000000e+00
 28  26   1.00000000e+00
 28  27  -2.00000000e+00
 28  28   1.20000000e+01
 28  29  -2.00000000e+00
 28  30   1.00000000e+00
 29  27   1.00000000e+00
 29  28  -2.00000000e+00
 29  29   1.20000000e+01
 29  30  -2.00000000e+00
 29  31   1.00000000e+00
 30  28   1.00000000e+00
 30  29  -2.00000000e+00
 30  30   1.20000000e+01
 30  31  -2.00000000e+00
 30  32   1.00000000e+00
 31  29   1.00000000e+00
 31  30  -2.00000000e+00
 31  31   1.20000000e+01
 31  32  -2.00000000e+00
 31  33   1.00000000e+00
 32  30   1.00000000e+00
 32  31  -2.00000000e+00
 32  32   1.20000000e+01
 32  33  -2.00000000e+00
 32  34   1.00000000e+00
 33  31   1.00000000e+00
 33  32  -2.00000000e+00
 33  33   1.20000000e+01
 33  34  -2.00000000e+00
 33  35   1.00000000e+00
 34  32   1.00000000e+00
 34  33  -2.00000000e+00
 34  34   1.20000000e+01
 34  35  -2.00000000e+00
 34  36   1.00000000e+00
 35  33   1.00000000e+00
 35  34  -2.00000000e+00
 35  35   1.20000000e+01
 35  36  -2.00000000e+00
 35  37   1.00000000e+00
 36  34   1.00000000e+00
 36  35  -2.00000000e+00
 36  36   1.20000000e+01
 36  37  -2.00000000e+00
 36  38   1.00000000e+00
 37  35   1.00000000e+00
 37  36  -2.00000000e+00
 37  37   1.20000000e+01
 37  38  -2.00000000e+00
 37  39   1.00000000e+00
 38  36   1.00000000e+00
 38  37  -2.00000000e+00
 38  38   1.20000000e+01
 38  39  -2.00000000e+00
 38  40   1.00000000e+00
 39  37   1.00000000e+00
 39  38  -2.00000000e+00
 39  39   1.20000000e+01
 39  40  -2.00000000e+00
 39  41   1.00000000e+00
 40  38   1.00000000e+00
 40  39  -2.00000000e+00
 40  40   1.20000000e+01
 40  41  -2.00000000e+00
 40  42   1.00000000e+00
 41  39   1.00000000e+00
 41  40  -2.00000000e+00
 41  41   1.20000000e+01
 41  42  -2.00000000e+00
 41  43   1.00000000e+00
 42  40   1.00000000e+00
 42  41  -2.00000000e+00
 42  42   1.20000000e+01
 42  43  -2.00000000e+00
 42  44   1.00000000e+00
 43  41   1.00000000e+00
 43  42  -2.00000000e+00
 43  43   1.20000000e+01
 43  44  -2.00000000e+00
 43  45   1.00000000e+00
 44  42   1.00000000e+00
 44  43  -2.00000000e+00
 44  44   1.20000000e+01
 44  45  -2.00000000e+00
 44  46   1.00000000e+00
 45  43   1.00000000e+00
 45  44  -2.00000000e+00
 45  45   1.20000000e+01
 45  46  -2.00000000e+00
 45  47   1.00000000e+00
 46  44   1.00000000e+00
 46  45  -2.00000000e+00
 46  46   1.20000000e+01
 46  47  -2.00000000e+00
 46  48   1.00000000e+00
 47  45   1.00000000e+00
 47  46  -2.00000000e+00
 47  47   1.20000000e+01
